message_id,image_path,detected_object_class,confidence_score
171764,data/raw/telegram_images\2025-06-30\tikvahpharma\171764.jpg,cake,0.4075271785259247
171764,data/raw/telegram_images\2025-06-30\tikvahpharma\171764.jpg,person,0.3245166838169098
171764,data/raw/telegram_images\2025-06-30\tikvahpharma\171764.jpg,person,0.31447139382362366
171764,data/raw/telegram_images\2025-06-30\tikvahpharma\171764.jpg,cake,0.2849145233631134
52181,data/raw/telegram_images\2025-07-01\PharmacyHubEthiopia\52181.jpg,laptop,0.7526140809059143
52181,data/raw/telegram_images\2025-07-01\PharmacyHubEthiopia\52181.jpg,cell phone,0.39612263441085815
171785,data/raw/telegram_images\2025-07-01\tikvahpharma\171785.jpg,book,0.6075366139411926
171785,data/raw/telegram_images\2025-07-01\tikvahpharma\171785.jpg,book,0.530817985534668
171785,data/raw/telegram_images\2025-07-01\tikvahpharma\171785.jpg,book,0.38687005639076233
171787,data/raw/telegram_images\2025-07-01\tikvahpharma\171787.jpg,book,0.25846001505851746
171788,data/raw/telegram_images\2025-07-01\tikvahpharma\171788.jpg,kite,0.6413764953613281
171789,data/raw/telegram_images\2025-07-01\tikvahpharma\171789.jpg,kite,0.33799660205841064
171789,data/raw/telegram_images\2025-07-01\tikvahpharma\171789.jpg,book,0.2954773008823395
171790,data/raw/telegram_images\2025-07-01\tikvahpharma\171790.jpg,kite,0.5678399205207825
18333,data/raw/telegram_images\2025-07-02\lobelia4cosmetics\18333.jpg,bottle,0.5707804560661316
18348,data/raw/telegram_images\2025-07-02\lobelia4cosmetics\18348.jpg,bottle,0.42714253067970276
18348,data/raw/telegram_images\2025-07-02\lobelia4cosmetics\18348.jpg,tv,0.29556968808174133
18348,data/raw/telegram_images\2025-07-02\lobelia4cosmetics\18348.jpg,refrigerator,0.25787338614463806
52424,data/raw/telegram_images\2025-07-02\PharmacyHubEthiopia\52424.jpg,bicycle,0.6506724953651428
171797,data/raw/telegram_images\2025-07-02\tikvahpharma\171797.jpg,microwave,0.6721127033233643
171797,data/raw/telegram_images\2025-07-02\tikvahpharma\171797.jpg,cell phone,0.5044968128204346
171797,data/raw/telegram_images\2025-07-02\tikvahpharma\171797.jpg,tv,0.3797438144683838
171799,data/raw/telegram_images\2025-07-02\tikvahpharma\171799.jpg,refrigerator,0.28211161494255066
